"genus","Species","campaign","observer","site","transect","intercept_cm","family_molecules","new_label","GrowthForm","PlanarArea","BenthicType","ntrans","ntransadded","length","cover"
"Goniastrea","Goniastrea retiformis",2011,"ahb","Lagoon 1",2,17,"Merulinidae","Faviidae","Massive",22698.0069221863,"HardCoral",6,6,1099,0.183166666666667
"Goniastrea","Goniastrea retiformis",2015,"TB","North of Paradise",2,7,"Merulinidae","Faviidae","Massive",3848.4510006475,"HardCoral",5,6,405,0.0675
"Goniastrea","Goniastrea sp",2015,"TB","Mermaid Cove",5,4,NA,"Faviidae","Massive",1256.63706143592,"HardCoral",5,6,196,0.0326666666666667
"Goniastrea","Goniastrea sp.",2014,"TB","Lagoon 1",1,33,NA,"Faviidae","Massive",85529.8599939821,"HardCoral",6,6,1432,0.238666666666667
"Goniastrea","Goniastrea sp.",2014,"TB","Trimodal",6,24,NA,"Faviidae","Massive",45238.934211693,"HardCoral",6,6,1932,0.322
"Goniastrea","Goniastrea sp.",2014,"TB","Trimodal",6,35,NA,"Faviidae","Massive",96211.2750161874,"HardCoral",6,6,1932,0.322
"Goniastrea","Goniastrea sp.",2014,"TB","Trimodal",3,7,NA,"Faviidae","Massive",3848.4510006475,"HardCoral",6,6,1932,0.322
"Goniastrea","Goniastrea sp.",2014,"TB","North Reef",3,12,NA,"Faviidae","Massive",11309.7335529233,"HardCoral",3,6,104,0.0173333333333333
"Goniastrea","Goniastrea sp.",2014,"TB","Trimodal",1,5,NA,"Faviidae","Massive",1963.49540849362,"HardCoral",6,6,1932,0.322
"Goniastrea","Goniastrea sp.",2014,"TB","Trimodal",2,7,NA,"Faviidae","Massive",3848.4510006475,"HardCoral",6,6,1932,0.322
"Goniastrea","Goniastrea sp.",2014,"TB","Trimodal",3,5,NA,"Faviidae","Massive",1963.49540849362,"HardCoral",6,6,1932,0.322
"Goniastrea","Goniastrea stelligera",2015,"TB","Easter Point",1,7,"Merulinidae","Faviidae","Massive",3848.4510006475,"HardCoral",5,6,215,0.0358333333333333
"Goniastrea","Goniastrea stelligera",2016,"kz","North Reef",3,5,"Merulinidae","Faviidae","Massive",1963.49540849362,"HardCoral",12,12,322,0.0268333333333333
"Goniastrea","Goniastrea stelligera",2015,"TB","Washing Machine",2,12,"Merulinidae","Faviidae","Massive",11309.7335529233,"HardCoral",5,6,424,0.0706666666666667
"Goniastrea","Goniastrea stelligera",2017,"ahb","Lagoon 2",6,12,"Merulinidae","Faviidae","Massive",11309.7335529233,"HardCoral",8,8,380,0.0475
"Goniastrea","Goniastrea stelligera",2016,"jsm","Horseshoe",3,10,"Merulinidae","Faviidae","Massive",7853.98163397448,"HardCoral",6,6,995,0.165833333333333
"Goniastrea","Goniastrea stelligera",2015,"TB","Washing Machine",2,19,"Merulinidae","Faviidae","Massive",28352.8736986479,"HardCoral",5,6,424,0.0706666666666667
"Goniastrea","Goniastrea stelligera",2016,"kz","Lizard Head",1,2,"Merulinidae","Faviidae","Massive",314.159265358979,"HardCoral",6,6,65,0.0108333333333333
"Goniastrea","Goniastrea stelligera",2015,"TB","Easter Point",1,10,"Merulinidae","Faviidae","Massive",7853.98163397448,"HardCoral",5,6,215,0.0358333333333333
"Goniastrea","Goniastrea stelligera",2015,"TB","Gnarly Tree",3,12,"Merulinidae","Faviidae","Massive",11309.7335529233,"HardCoral",5,6,648,0.108
"Goniopora","Goniopora columna",2015,"TB","Lagoon 2",1,26,"Poritidae","other Scleractinia","Columnar",53092.9158456675,"HardCoral",5,6,472,0.0786666666666667
"Goniopora","Goniopora columna",2015,"TB","Lagoon 2",5,8,"Poritidae","other Scleractinia","Columnar",5026.54824574367,"HardCoral",5,6,472,0.0786666666666667
"Goniopora","Goniopora lobata",2017,"ahb","Gnarly Tree",5,4,"Poritidae","other Scleractinia","Columnar",1256.63706143592,"HardCoral",6,6,166,0.0276666666666667
"Goniopora","Goniopora lobata",2017,"ahb","Gnarly Tree",6,4,"Poritidae","other Scleractinia","Columnar",1256.63706143592,"HardCoral",6,6,166,0.0276666666666667
"Goniopora","Goniopora lobata",2017,"ahb","Lagoon 1",2,10,"Poritidae","other Scleractinia","Columnar",7853.98163397448,"HardCoral",6,6,853,0.142166666666667
"Goniopora","Goniopora lobata",2017,"ahb","Lagoon 1",1,9,"Poritidae","other Scleractinia","Columnar",6361.72512351933,"HardCoral",6,6,853,0.142166666666667
"Goniopora","Goniopora lobata",2017,"ahb","Lagoon 1",1,25,"Poritidae","other Scleractinia","Columnar",49087.3852123405,"HardCoral",6,6,853,0.142166666666667
"Goniopora","Goniopora lobata",2017,"ahb","Lagoon 1",2,22,"Poritidae","other Scleractinia","Columnar",38013.2711084365,"HardCoral",6,6,853,0.142166666666667
"Goniopora","Goniopora tenuidens",2016,"jsm","Lagoon 1",1,25,"Poritidae","other Scleractinia","Massive",49087.3852123405,"HardCoral",6,6,1175,0.195833333333333
"Goniopora","Goniopora tenuidens",2016,"md","Resort",4,10,"Poritidae","other Scleractinia","Massive",7853.98163397448,"HardCoral",6,6,965,0.160833333333333
"Goniopora","Goniopora tenuidens",2016,"jsm","Lagoon 1",2,15,"Poritidae","other Scleractinia","Massive",17671.4586764426,"HardCoral",6,6,1175,0.195833333333333
"Halomitra","Halomitra pileus",2011,"ahb","Horseshoe",3,11,"Fungiidae","other Scleractinia","Massive",9503.31777710913,"HardCoral",6,6,2096,0.349333333333333
"Hydnophora","Hydnophora exesa",2015,"TB","South Island",1,7,"Merulinidae","other Scleractinia","Submassive",3848.4510006475,"HardCoral",5,6,270,0.045
"Hydnophora","Hydnophora exesa",2016,"md","Horseshoe",4,20,"Merulinidae","other Scleractinia","Submassive",31415.9265358979,"HardCoral",6,6,995,0.165833333333333
"Hydnophora","Hydnophora exesa",2015,"TB","North of Paradise",4,4,"Merulinidae","other Scleractinia","Submassive",1256.63706143592,"HardCoral",5,6,405,0.0675
"Hydnophora","Hydnophora exesa",2015,"TB","Vickies",5,6,"Merulinidae","other Scleractinia","Submassive",2827.43338823081,"HardCoral",5,6,360,0.06
"Hydnophora","Hydnophora exesa",2016,"jsm","Horseshoe",3,15,"Merulinidae","other Scleractinia","Submassive",17671.4586764426,"HardCoral",6,6,995,0.165833333333333
"Hydnophora","Hydnophora microconos",2015,"TB","South Island",2,6,"Merulinidae","other Scleractinia","Massive",2827.43338823081,"HardCoral",5,6,270,0.045
"Hydnophora","Hydnophora microconos",2015,"TB","Vickies",2,9,"Merulinidae","other Scleractinia","Massive",6361.72512351933,"HardCoral",5,6,360,0.06
"Hydnophora","Hydnophora microconos",2017,"ahb","Gnarly Tree",5,9,"Merulinidae","other Scleractinia","Massive",6361.72512351933,"HardCoral",6,6,166,0.0276666666666667
"Hydnophora","Hydnophora microconos",2017,"ahb","Southeast",3,9,"Merulinidae","other Scleractinia","Massive",6361.72512351933,"HardCoral",6,6,98,0.0163333333333333
"Hydnophora","Hydnophora microconos",2017,"ahb","Easter Point",3,12,"Merulinidae","other Scleractinia","Massive",11309.7335529233,"HardCoral",6,6,81,0.0135
"Hydnophora","Hydnophora microconos",2016,"kz","Gnarly Tree",1,10,"Merulinidae","other Scleractinia","Massive",7853.98163397448,"HardCoral",6,6,137,0.0228333333333333
"Hydnophora","Hydnophora microconos",2015,"TB","Easter Point",2,5,"Merulinidae","other Scleractinia","Massive",1963.49540849362,"HardCoral",5,6,215,0.0358333333333333
"Hydnophora","Hydnophora microconos",2016,"kz","No Mans Land",6,3,"Merulinidae","other Scleractinia","Massive",706.858347057703,"HardCoral",6,6,90,0.015
"Hydnophora","Hydnophora microconos",2017,"ahb","No Mans Land",2,8,"Merulinidae","other Scleractinia","Massive",5026.54824574367,"HardCoral",6,6,179,0.0298333333333333
"Hydnophora","Hydnophora microconos",2017,"ahb","Washing Machine",5,16,"Merulinidae","other Scleractinia","Massive",20106.1929829747,"HardCoral",5,6,181,0.0301666666666667
"Hydnophora","Hydnophora microconos",2015,"TB","Washing Machine",1,6,"Merulinidae","other Scleractinia","Massive",2827.43338823081,"HardCoral",5,6,424,0.0706666666666667
"Hydnophora","Hydnophora microconos",2017,"ahb","North of Paradise",3,3,"Merulinidae","other Scleractinia","Massive",706.858347057703,"HardCoral",6,6,179,0.0298333333333333
"Hydnophora","Hydnophora microconos",2017,"ahb","Trimodal",5,8,"Merulinidae","other Scleractinia","Massive",5026.54824574367,"HardCoral",6,6,99,0.0165
"Hydnophora","Hydnophora microconos",2015,"TB","South Island",1,3,"Merulinidae","other Scleractinia","Massive",706.858347057703,"HardCoral",5,6,270,0.045
"Hydnophora","Hydnophora microconos",2015,"TB","North of Paradise",5,8,"Merulinidae","other Scleractinia","Massive",5026.54824574367,"HardCoral",5,6,405,0.0675
"Hydnophora","Hydnophora microconos",2016,"kz","Southeast",1,4,"Merulinidae","other Scleractinia","Massive",1256.63706143592,"HardCoral",6,6,43,0.00716666666666667
"Hydnophora","Hydnophora rigida",2011,"ahb","Lagoon 2",1,14,"Merulinidae","other Scleractinia","BranchingClosed",15393.80400259,"HardCoral",6,6,1904,0.317333333333333
"Hydnophora","Hydnophora rigida",2011,"ahb","Lagoon 2",1,12,"Merulinidae","other Scleractinia","BranchingClosed",11309.7335529233,"HardCoral",6,6,1904,0.317333333333333
"Hydnophora","Hydnophora rigida",2011,"ahb","Lagoon 2",3,26,"Merulinidae","other Scleractinia","BranchingClosed",53092.9158456675,"HardCoral",6,6,1904,0.317333333333333
"Hydnophora","Hydnophora rigida",2011,"ahb","Lagoon 2",3,17,"Merulinidae","other Scleractinia","BranchingClosed",22698.0069221863,"HardCoral",6,6,1904,0.317333333333333
"Hydnophora","Hydnophora rigida",2011,"ahb","Lagoon 2",2,35,"Merulinidae","other Scleractinia","BranchingClosed",96211.2750161874,"HardCoral",6,6,1904,0.317333333333333
"Hydnophora","Hydnophora rigida",2011,"ahb","Lagoon 2",1,15,"Merulinidae","other Scleractinia","BranchingClosed",17671.4586764426,"HardCoral",6,6,1904,0.317333333333333
"Hydnophora","Hydnophora rigida",2011,"ahb","Lagoon 2",1,25,"Merulinidae","other Scleractinia","BranchingClosed",49087.3852123405,"HardCoral",6,6,1904,0.317333333333333
"Isopora","Isopora",1996,"AHB","Lizard Head",1,19,NA,"Isoporan","Columnar",28352.8736986479,"HardCoral",10,10,2402,0.2402
"Isopora","Isopora",1996,"AHB","Lizard Head",2,28,NA,"Isoporan","Columnar",61575.2160103599,"HardCoral",10,10,2402,0.2402
"Isopora","Isopora",1996,"AHB","Lizard Head",5,27,NA,"Isoporan","Columnar",57255.526111674,"HardCoral",10,10,2402,0.2402
"Isopora","Isopora",1996,"AHB","Lizard Head",6,22,NA,"Isoporan","Columnar",38013.2711084365,"HardCoral",10,10,2402,0.2402
"Isopora","Isopora",1996,"AHB","Lizard Head",7,6,NA,"Isoporan","Columnar",2827.43338823081,"HardCoral",10,10,2402,0.2402
"Isopora","Isopora",1996,"AHB","North Reef",8,8,NA,"Isoporan","Columnar",5026.54824574367,"HardCoral",10,10,2291,0.2291
"Isopora","Isopora",1996,"AHB","North Reef",9,6,NA,"Isoporan","Columnar",2827.43338823081,"HardCoral",10,10,2291,0.2291
"Isopora","Isopora",1996,"AHB","South Island",2,17,NA,"Isoporan","Columnar",22698.0069221863,"HardCoral",10,10,1417,0.1417
"Isopora","Isopora",1996,"AHB","South Island",3,24,NA,"Isoporan","Columnar",45238.934211693,"HardCoral",10,10,1417,0.1417
"Isopora","Isopora",1996,"AHB","South Island",6,21,NA,"Isoporan","Columnar",34636.0590058275,"HardCoral",10,10,1417,0.1417
"Isopora","Isopora",1996,"AHB","South Island",7,6,NA,"Isoporan","Columnar",2827.43338823081,"HardCoral",10,10,1417,0.1417
"Isopora","Isopora",1996,"AHB","South Island",9,33,NA,"Isoporan","Columnar",85529.8599939821,"HardCoral",10,10,1417,0.1417
"Isopora","Isopora",1996,"AHB","South Island",10,3,NA,"Isoporan","Columnar",706.858347057703,"HardCoral",10,10,1417,0.1417
"Isopora","Isopora",1996,"AHB","Washing Machine",1,11,NA,"Isoporan","Columnar",9503.31777710913,"HardCoral",10,10,2600,0.26
"Isopora","Isopora",1996,"AHB","Washing Machine",2,7,NA,"Isoporan","Columnar",3848.4510006475,"HardCoral",10,10,2600,0.26
"Isopora","Isopora",1996,"AHB","Washing Machine",3,32,NA,"Isoporan","Columnar",80424.7719318987,"HardCoral",10,10,2600,0.26
"Isopora","Isopora",1996,"AHB","Washing Machine",4,4,NA,"Isoporan","Columnar",1256.63706143592,"HardCoral",10,10,2600,0.26
"Isopora","Isopora",1996,"AHB","Washing Machine",5,28,NA,"Isoporan","Columnar",61575.2160103599,"HardCoral",10,10,2600,0.26
"Isopora","Isopora",1996,"AHB","Washing Machine",7,10,NA,"Isoporan","Columnar",7853.98163397448,"HardCoral",10,10,2600,0.26
"Isopora","Isopora",1996,"AHB","Washing Machine",9,7,NA,"Isoporan","Columnar",3848.4510006475,"HardCoral",10,10,2600,0.26
"Isopora","Isopora",1996,"AHB","Washing Machine",10,6,NA,"Isoporan","Columnar",2827.43338823081,"HardCoral",10,10,2600,0.26
"Isopora","Isopora",1997,"AHB","Lizard Head",2,46,NA,"Isoporan","Columnar",166190.2513749,"HardCoral",10,10,3259,0.3259
"Isopora","Isopora",1997,"AHB","Lizard Head",5,41,NA,"Isoporan","Columnar",132025.431267111,"HardCoral",10,10,3259,0.3259
"Isopora","Isopora",1997,"AHB","Lizard Head",6,51,NA,"Isoporan","Columnar",204282.062299676,"HardCoral",10,10,3259,0.3259
"Isopora","Isopora",1997,"AHB","Lizard Head",8,11,NA,"Isoporan","Columnar",9503.31777710913,"HardCoral",10,10,3259,0.3259
"Isopora","Isopora",1997,"AHB","Lizard Head",9,31,NA,"Isoporan","Columnar",75476.7635024948,"HardCoral",10,10,3259,0.3259
"Isopora","Isopora",1997,"AHB","Lizard Head",10,35,NA,"Isoporan","Columnar",96211.2750161874,"HardCoral",10,10,3259,0.3259
"Isopora","Isopora",1997,"AHB","North Reef",8,13,NA,"Isoporan","Columnar",13273.2289614169,"HardCoral",10,10,2970,0.297
"Isopora","Isopora",1997,"AHB","South Island",1,94,NA,"Isoporan","Columnar",693977.817177985,"HardCoral",10,10,3304,0.3304
"Isopora","Isopora",1997,"AHB","South Island",2,30,NA,"Isoporan","Columnar",70685.8347057704,"HardCoral",10,10,3304,0.3304
"Isopora","Isopora",1997,"AHB","South Island",3,43,NA,"Isoporan","Columnar",145220.120412188,"HardCoral",10,10,3304,0.3304
"Isopora","Isopora",1997,"AHB","South Island",4,83,NA,"Isoporan","Columnar",541060.794764502,"HardCoral",10,10,3304,0.3304
"Isopora","Isopora",1997,"AHB","South Island",10,9,NA,"Isoporan","Columnar",6361.72512351933,"HardCoral",10,10,3304,0.3304
"Isopora","Isopora",1997,"AHB","Washing Machine",1,24,NA,"Isoporan","Columnar",45238.934211693,"HardCoral",7,7,2450,0.35
"Isopora","Isopora",1997,"AHB","Washing Machine",2,44,NA,"Isoporan","Columnar",152053.084433746,"HardCoral",7,7,2450,0.35
"Isopora","Isopora",1997,"AHB","Washing Machine",3,7,NA,"Isoporan","Columnar",3848.4510006475,"HardCoral",7,7,2450,0.35
"Isopora","Isopora",1997,"AHB","Washing Machine",4,4,NA,"Isoporan","Columnar",1256.63706143592,"HardCoral",7,7,2450,0.35
"Isopora","Isopora palifera",2014,"TB","Trimodal",3,12,"Acroporidae","Isoporan","Arborescent",11309.7335529233,"HardCoral",6,6,1932,0.322
"Isopora","Isopora palifera",2011,"ahb","Trimodal",3,6,"Acroporidae","Isoporan","Arborescent",2827.43338823081,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2011,"ahb","Trimodal",3,13,"Acroporidae","Isoporan","Arborescent",13273.2289614169,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2015,"TB","Gnarly Tree",4,17,"Acroporidae","Isoporan","Arborescent",22698.0069221863,"HardCoral",5,6,648,0.108
"Isopora","Isopora palifera",2015,"TB","Washing Machine",4,11,"Acroporidae","Isoporan","Arborescent",9503.31777710913,"HardCoral",5,6,424,0.0706666666666667
"Isopora","Isopora palifera",2014,"jsm","Horseshoe",6,15,"Acroporidae","Isoporan","Arborescent",17671.4586764426,"HardCoral",6,6,1981,0.330166666666667
"Isopora","Isopora palifera",2011,"ahb","Trimodal",1,9,"Acroporidae","Isoporan","Arborescent",6361.72512351933,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2014,"TB","Trimodal",3,14,"Acroporidae","Isoporan","Arborescent",15393.80400259,"HardCoral",6,6,1932,0.322
"Isopora","Isopora palifera",2014,"TB","Trimodal",3,8,"Acroporidae","Isoporan","Arborescent",5026.54824574367,"HardCoral",6,6,1932,0.322
"Isopora","Isopora palifera",2014,"jsm","Horseshoe",6,15,"Acroporidae","Isoporan","Arborescent",17671.4586764426,"HardCoral",6,6,1981,0.330166666666667
"Isopora","Isopora palifera",2011,"ahb","Trimodal",6,24,"Acroporidae","Isoporan","Arborescent",45238.934211693,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2014,"TB","Trimodal",3,20,"Acroporidae","Isoporan","Arborescent",31415.9265358979,"HardCoral",6,6,1932,0.322
"Isopora","Isopora palifera",2014,"TB","Trimodal",3,4,"Acroporidae","Isoporan","Arborescent",1256.63706143592,"HardCoral",6,6,1932,0.322
"Isopora","Isopora palifera",2015,"TB","Horseshoe",1,4,"Acroporidae","Isoporan","Arborescent",1256.63706143592,"HardCoral",5,6,1355,0.225833333333333
"Isopora","Isopora palifera",2014,"TB","Trimodal",3,4,"Acroporidae","Isoporan","Arborescent",1256.63706143592,"HardCoral",6,6,1932,0.322
"Isopora","Isopora palifera",2011,"ahb","Trimodal",4,15,"Acroporidae","Isoporan","Arborescent",17671.4586764426,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2011,"ahb","Trimodal",1,14,"Acroporidae","Isoporan","Arborescent",15393.80400259,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2011,"ahb","Trimodal",4,6,"Acroporidae","Isoporan","Arborescent",2827.43338823081,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2011,"ahb","Trimodal",4,39,"Acroporidae","Isoporan","Arborescent",119459.060652752,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2014,"TB","Trimodal",6,14,"Acroporidae","Isoporan","Arborescent",15393.80400259,"HardCoral",6,6,1932,0.322
"Isopora","Isopora palifera",2017,"ahb","Lagoon 2",4,4,"Acroporidae","Isoporan","Arborescent",1256.63706143592,"HardCoral",8,8,380,0.0475
"Isopora","Isopora palifera",2014,"TB","Horseshoe",2,6,"Acroporidae","Isoporan","Arborescent",2827.43338823081,"HardCoral",6,6,1981,0.330166666666667
"Isopora","Isopora palifera",2015,"TB","South Island",1,7,"Acroporidae","Isoporan","Arborescent",3848.4510006475,"HardCoral",5,6,270,0.045
"Isopora","Isopora palifera",2011,"ahb","Trimodal",3,6,"Acroporidae","Isoporan","Arborescent",2827.43338823081,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2015,"TB","South Island",2,2,"Acroporidae","Isoporan","Arborescent",314.159265358979,"HardCoral",5,6,270,0.045
"Isopora","Isopora palifera",2014,"TB","North Reef",1,4,"Acroporidae","Isoporan","Arborescent",1256.63706143592,"HardCoral",3,6,104,0.0173333333333333
"Isopora","Isopora palifera",2016,"jsm","Horseshoe",3,5,"Acroporidae","Isoporan","Arborescent",1963.49540849362,"HardCoral",6,6,995,0.165833333333333
"Isopora","Isopora palifera",2015,"TB","Washing Machine",3,3,"Acroporidae","Isoporan","Arborescent",706.858347057703,"HardCoral",5,6,424,0.0706666666666667
"Isopora","Isopora palifera",2011,"ahb","Trimodal",4,10,"Acroporidae","Isoporan","Arborescent",7853.98163397448,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2011,"ahb","Trimodal",1,18,"Acroporidae","Isoporan","Arborescent",25446.9004940773,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2011,"ahb","Horseshoe",2,14,"Acroporidae","Isoporan","Arborescent",15393.80400259,"HardCoral",6,6,2096,0.349333333333333
"Isopora","Isopora palifera",2015,"TB","Lagoon 2",2,5,"Acroporidae","Isoporan","Arborescent",1963.49540849362,"HardCoral",5,6,472,0.0786666666666667
"Isopora","Isopora palifera",2014,"TB","Horseshoe",1,13,"Acroporidae","Isoporan","Arborescent",13273.2289614169,"HardCoral",6,6,1981,0.330166666666667
"Isopora","Isopora palifera",2011,"ahb","Trimodal",6,22,"Acroporidae","Isoporan","Arborescent",38013.2711084365,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2011,"ahb","Trimodal",3,5,"Acroporidae","Isoporan","Arborescent",1963.49540849362,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2015,"TB","North Reef",2,6,"Acroporidae","Isoporan","Arborescent",2827.43338823081,"HardCoral",5,6,122,0.0203333333333333
"Isopora","Isopora palifera",2014,"TB","Lagoon 2",5,15,"Acroporidae","Isoporan","Arborescent",17671.4586764426,"HardCoral",6,6,1350,0.225
"Isopora","Isopora palifera",2015,"TB","Gnarly Tree",1,10,"Acroporidae","Isoporan","Arborescent",7853.98163397448,"HardCoral",5,6,648,0.108
"Isopora","Isopora palifera",2011,"ahb","Horseshoe",6,31,"Acroporidae","Isoporan","Arborescent",75476.7635024948,"HardCoral",6,6,2096,0.349333333333333
"Isopora","Isopora palifera",2015,"TB","South Island",5,14,"Acroporidae","Isoporan","Arborescent",15393.80400259,"HardCoral",5,6,270,0.045
"Isopora","Isopora palifera",2015,"TB","Trimodal",3,7,"Acroporidae","Isoporan","Arborescent",3848.4510006475,"HardCoral",5,6,172,0.0286666666666667
"Isopora","Isopora palifera",2015,"TB","Trimodal",3,5,"Acroporidae","Isoporan","Arborescent",1963.49540849362,"HardCoral",5,6,172,0.0286666666666667
"Isopora","Isopora palifera",2015,"TB","Trimodal",4,10,"Acroporidae","Isoporan","Arborescent",7853.98163397448,"HardCoral",5,6,172,0.0286666666666667
"Isopora","Isopora palifera",2011,"ahb","Trimodal",1,8,"Acroporidae","Isoporan","Arborescent",5026.54824574367,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2015,"TB","North Reef",2,3,"Acroporidae","Isoporan","Arborescent",706.858347057703,"HardCoral",5,6,122,0.0203333333333333
"Isopora","Isopora palifera",2015,"TB","Washing Machine",2,10,"Acroporidae","Isoporan","Arborescent",7853.98163397448,"HardCoral",5,6,424,0.0706666666666667
"Isopora","Isopora palifera",2014,"TB","Trimodal",4,4,"Acroporidae","Isoporan","Arborescent",1256.63706143592,"HardCoral",6,6,1932,0.322
"Isopora","Isopora palifera",2015,"TB","Gnarly Tree",1,9,"Acroporidae","Isoporan","Arborescent",6361.72512351933,"HardCoral",5,6,648,0.108
"Isopora","Isopora palifera",2015,"TB","North Reef",3,3,"Acroporidae","Isoporan","Arborescent",706.858347057703,"HardCoral",5,6,122,0.0203333333333333
"Isopora","Isopora palifera",2015,"TB","Washing Machine",2,12,"Acroporidae","Isoporan","Arborescent",11309.7335529233,"HardCoral",5,6,424,0.0706666666666667
"Isopora","Isopora palifera",2015,"TB","Lagoon 2",1,5,"Acroporidae","Isoporan","Arborescent",1963.49540849362,"HardCoral",5,6,472,0.0786666666666667
"Isopora","Isopora palifera",2014,"TB","Trimodal",6,10,"Acroporidae","Isoporan","Arborescent",7853.98163397448,"HardCoral",6,6,1932,0.322
"Isopora","Isopora palifera",2017,"ahb","Lagoon 2",4,6,"Acroporidae","Isoporan","Arborescent",2827.43338823081,"HardCoral",8,8,380,0.0475
"Isopora","Isopora palifera",2014,"TB","Trimodal",6,9,"Acroporidae","Isoporan","Arborescent",6361.72512351933,"HardCoral",6,6,1932,0.322
"Isopora","Isopora palifera",2011,"ahb","Trimodal",2,10,"Acroporidae","Isoporan","Arborescent",7853.98163397448,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2011,"ahb","Trimodal",2,12,"Acroporidae","Isoporan","Arborescent",11309.7335529233,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2014,"TB","Lagoon 2",3,7,"Acroporidae","Isoporan","Arborescent",3848.4510006475,"HardCoral",6,6,1350,0.225
"Isopora","Isopora palifera",2014,"TB","Trimodal",3,21,"Acroporidae","Isoporan","Arborescent",34636.0590058275,"HardCoral",6,6,1932,0.322
"Isopora","Isopora palifera",2017,"ahb","Lagoon 2",2,4,"Acroporidae","Isoporan","Arborescent",1256.63706143592,"HardCoral",8,8,380,0.0475
"Isopora","Isopora palifera",2017,"ahb","Lagoon 2",2,11,"Acroporidae","Isoporan","Arborescent",9503.31777710913,"HardCoral",8,8,380,0.0475
"Isopora","Isopora palifera",2015,"TB","Vickies",5,4,"Acroporidae","Isoporan","Arborescent",1256.63706143592,"HardCoral",5,6,360,0.06
"Isopora","Isopora palifera",2014,"TB","Horseshoe",2,7,"Acroporidae","Isoporan","Arborescent",3848.4510006475,"HardCoral",6,6,1981,0.330166666666667
"Isopora","Isopora palifera",2016,"md","Horseshoe",4,20,"Acroporidae","Isoporan","Arborescent",31415.9265358979,"HardCoral",6,6,995,0.165833333333333
"Isopora","Isopora palifera",2014,"TB","Trimodal",5,20,"Acroporidae","Isoporan","Arborescent",31415.9265358979,"HardCoral",6,6,1932,0.322
"Isopora","Isopora palifera",2015,"TB","Gnarly Tree",1,12,"Acroporidae","Isoporan","Arborescent",11309.7335529233,"HardCoral",5,6,648,0.108
"Isopora","Isopora palifera",2015,"TB","Washing Machine",2,12,"Acroporidae","Isoporan","Arborescent",11309.7335529233,"HardCoral",5,6,424,0.0706666666666667
"Isopora","Isopora palifera",2017,"ahb","Lagoon 2",4,3,"Acroporidae","Isoporan","Arborescent",706.858347057703,"HardCoral",8,8,380,0.0475
"Isopora","Isopora palifera",2015,"TB","Vickies",2,22,"Acroporidae","Isoporan","Arborescent",38013.2711084365,"HardCoral",5,6,360,0.06
"Isopora","Isopora palifera",2014,"TB","Trimodal",1,15,"Acroporidae","Isoporan","Arborescent",17671.4586764426,"HardCoral",6,6,1932,0.322
"Isopora","Isopora palifera",2011,"ahb","Trimodal",4,21,"Acroporidae","Isoporan","Arborescent",34636.0590058275,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2015,"TB","Vickies",5,15,"Acroporidae","Isoporan","Arborescent",17671.4586764426,"HardCoral",5,6,360,0.06
"Isopora","Isopora palifera",2011,"ahb","Trimodal",4,8,"Acroporidae","Isoporan","Arborescent",5026.54824574367,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2015,"TB","Vickies",5,22,"Acroporidae","Isoporan","Arborescent",38013.2711084365,"HardCoral",5,6,360,0.06
"Isopora","Isopora palifera",2015,"TB","North of Paradise",1,7,"Acroporidae","Isoporan","Arborescent",3848.4510006475,"HardCoral",5,6,405,0.0675
"Isopora","Isopora palifera",2011,"ahb","Trimodal",4,13,"Acroporidae","Isoporan","Arborescent",13273.2289614169,"HardCoral",6,6,2155,0.359166666666667
"Isopora","Isopora palifera",2015,"TB","Washing Machine",1,9,"Acroporidae","Isoporan","Arborescent",6361.72512351933,"HardCoral",5,6,424,0.0706666666666667
"Isopora","Isopora palifera",2014,"TB","Trimodal",6,5,"Acroporidae","Isoporan","Arborescent",1963.49540849362,"HardCoral",6,6,1932,0.322
"Isopora","Isopora palifera",2014,"TB","Trimodal",1,7,"Acroporidae","Isoporan","Arborescent",3848.4510006475,"HardCoral",6,6,1932,0.322
