"","campaign","observer","site","transect","species","intercept_cm","GrowthForm","ln_area_cm2","ColonySA","ColonySAlwr","ColonySAupr","ColonyVol","ColonyVollwr","ColonyVolupr","Convexity","Convexitylwr","Convexityupr","ConvexSA","ConvexSAlwr","ConvexSAupr","ConvexVol","ConvexVollwr","ConvexVolupr","FracDim","FracDimlwr","FracDimupr","Packing","Packinglwr","Packingupr","Sphericity","Sphericitylwr","Sphericityupr","Vsa","Vsalwr","Vsaupr"
"2313",2015,"TB","Lizard Head",2,"Acropora hyacinthus",8,"Tabular",3.91730900985738,8.02800777349512,7.58311076105625,8.47290478593398,10.0324762192667,9.56959485857482,10.4953575799585,-1.78212523235594,-2.97441193610147,-0.589838528610406,7.75809864826322,7.43702908095377,8.07916821557267,10.1153156267548,9.50306774642201,10.7275635070875,2.39807811333335,2.17078948987608,2.62536673679062,0.269909125030442,-0.0160541259298679,0.555872375990753,-3.16060893441167,-4.50058703313412,-1.82063083568922,1.95268518729292,1.2680277446276,2.63734262995823
"2314",2015,"TB","Lizard Head",2,"Acropora hyacinthus",4,"Tabular",2.53099475398076,7.48893159999124,7.10421613813774,7.87364706184474,9.24224473791058,8.80401743712158,9.68047203869959,-1.60841541996929,-2.73719836160275,-0.479632478335828,7.24206265056973,6.96442440301793,7.51970089812153,9.40007926610618,8.87065061303469,9.92950791917767,2.3798319790163,2.18328885711924,2.57637510091336,0.24686894925424,-0.000411839536044983,0.494149738044525,-2.79072061152166,-3.94943887374964,-1.63200234929368,1.81507515193733,1.22303183201817,2.40711847185649
"2315",2015,"TB","Lizard Head",2,"Acropora monticulosa",7,"Digitate",3.65026855498628,8.44190431768167,8.05484424110931,8.82896439425402,10.2000344011195,9.74201560566133,10.6580531965777,-1.04176583903739,-2.22152757987343,0.137995901798643,7.83362511764022,7.55429482808265,8.11295540719779,10.582496051946,10.0498408422744,11.1151512616175,2.43758173067337,2.23984079391784,2.63532266742889,0.608279199966645,0.359491380046668,0.857067019886621,-3.23034497425988,-4.39612494354672,-2.06456500497305,1.41430440805925,0.818652931931887,2.00995588418662
"2316",2015,"TB","Lizard Head",2,"Acropora monticulosa",4,"Digitate",2.53099475398076,7.94656719878118,7.59906097752918,8.29407342003318,9.56202221155841,9.12416245665444,9.99988196646238,-0.90151708868532,-2.0293533080937,0.226319130723059,7.39602979322623,7.14524440025834,7.64681518619412,9.93587644665632,9.45765352895755,10.4140993643551,2.41480651539723,2.23727282004103,2.59234021075342,0.550537405492785,0.327173332505647,0.773901478479922,-2.86128867740771,-3.90793703113533,-1.81464032368009,1.34964937954293,0.814867814145542,1.88443094494032
"2317",2015,"TB","Lizard Head",2,"Acropora polystoma",3,"Corymbose",1.95571902718882,7.8357842073803,7.49696615121783,8.17460226354276,9.05709225865059,8.62811008552633,9.48607443177486,-1.66677950399116,-2.77174890780443,-0.561810100177891,7.19746972055843,6.95295433014847,7.44198511096838,9.62264455374762,9.15637791022316,10.0889111972721,2.55885994141794,2.38576484876834,2.73195503406754,0.638314486772504,0.420534843135122,0.856094130409886,-2.900636750022,-3.92111736017626,-1.88015613986774,1.78754469198523,1.26613344988816,2.30895593408231
"2318",2015,"TB","Lizard Head",2,"Acropora secale",8,NA,3.91730900985738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2319",2015,"TB","Lizard Head",2,"Astrea curta",7,"Massive",3.65026855498628,7.98685340634702,7.55567019735679,8.41803661533725,10.3997565457082,9.92945893764628,10.8700541537701,1.33713248889876,0.125743064927449,2.54852191287006,7.99723556397917,7.68606286002532,8.30840826793302,10.9219285374553,10.3285529957941,11.5153040791164,1.86220113914039,1.6419186124225,2.08248366585829,-0.0103821576618123,-0.287530685871557,0.266766370547933,2.08668441945796,0.788010703002819,3.3853581359131,0.0755673583807215,-0.587985744772647,0.73912046153409
"2320",2015,"TB","Lizard Head",2,"Dipsastraea pallida",6,"Massive",3.34194265444484,7.86054784686654,7.44166522546767,8.27943046826541,10.2240035863107,9.75971290891012,10.6882942637112,1.37576675534301,0.179849943073248,2.57168356761276,7.86879866386496,7.56650294542728,8.17109438230263,10.7287351052584,10.1522870961927,11.3051831143242,1.87179861654954,1.65780020400456,2.08579702909451,-0.00825081702596073,-0.27749298507144,0.260991351019518,2.05549604546528,0.793870269349155,3.31712182158141,0.090791589833487,-0.553831988939811,0.735415168606785
"2324",2015,"TB","Lizard Head",2,"Pocillopora verrucosa",6,NA,3.34194265444484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2326",2015,"TB","Lizard Head",3,"Acropora digitifera_fat",7,"Digitate",3.65026855498628,8.44190431768167,8.05484424110931,8.82896439425402,10.2000344011195,9.74201560566133,10.6580531965777,-1.04176583903739,-2.22152757987343,0.137995901798643,7.83362511764022,7.55429482808265,8.11295540719779,10.582496051946,10.0498408422744,11.1151512616175,2.43758173067337,2.23984079391784,2.63532266742889,0.608279199966645,0.359491380046668,0.857067019886621,-3.23034497425988,-4.39612494354672,-2.06456500497305,1.41430440805925,0.818652931931887,2.00995588418662
"2327",2015,"TB","Lizard Head",3,"Acropora hyacinthus",5,"Tabular",2.97731368802997,7.66248525285867,7.25869108326416,8.06627942245318,9.49665694705861,9.05085752555332,9.94245636856391,-1.66434067498968,-2.81262783436847,-0.516053515610885,7.40819860094697,7.11679179063129,7.69960541126266,9.63034706341456,9.07466312418169,10.1860310026474,2.385706256933,2.17941622036006,2.59199629350594,0.254286651733422,-0.00525722073061713,0.513830524197461,-2.90980483884581,-4.12598595159899,-1.69362372609264,1.85937821239713,1.23797443626876,2.48078198852549
"2328",2015,"TB","Lizard Head",3,"Pocillopora damicornis",4,NA,2.53099475398076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2329",2015,"TB","Lizard Head",3,"Pocillopora verrucosa",5,NA,2.97731368802997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2333",2015,"TB","Lizard Head",4,"Acropora spathulata",4,"Corymbose",2.53099475398076,8.10001673854052,7.7406049305646,8.45942854651643,9.38501284941414,8.94637680176873,9.82364889705954,-1.73886347640074,-2.86869926544495,-0.609027687356535,7.42244951753226,7.16307219998152,7.681826835083,9.95306700842369,9.45846014110954,10.4476738757378,2.5831573195373,2.39954130772972,2.76677333134488,0.677567220953757,0.446550679667279,0.908583762240236,-3.06295272171392,-4.14545931907197,-1.98044612435586,1.84008505911724,1.2869818409959,2.39318827723857
"2337",2015,"TB","Lizard Head",4,"Pocillopora verrucosa",6,NA,3.34194265444484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2341",2015,"TB","Lizard Head",5,"Acropora gemmifera",3,"Digitate",1.95571902718882,7.69197764185016,7.36404360974028,8.01991167396003,9.23410162079487,8.80572802976398,9.66247521182576,-0.829433116275738,-1.9328349384154,0.273968705863925,7.17111791905669,6.93445722039662,7.40777861771676,9.60353188265711,9.15224335871848,10.0548204065957,2.40310068568062,2.2355660143767,2.57063535698455,0.520859722737789,0.310075924913234,0.731643520562343,-2.67160396468769,-3.65930315925884,-1.68390477011655,1.31641848600548,0.81175680136869,1.82108017064226
"2342",2015,"TB","Lizard Head",5,"Acropora hyacinthus",5,"Tabular",2.97731368802997,7.66248525285867,7.25869108326416,8.06627942245318,9.49665694705861,9.05085752555332,9.94245636856391,-1.66434067498968,-2.81262783436847,-0.516053515610885,7.40819860094697,7.11679179063129,7.69960541126266,9.63034706341456,9.07466312418169,10.1860310026474,2.385706256933,2.17941622036006,2.59199629350594,0.254286651733422,-0.00525722073061713,0.513830524197461,-2.90980483884581,-4.12598595159899,-1.69362372609264,1.85937821239713,1.23797443626876,2.48078198852549
"2343",2015,"TB","Lizard Head",5,"Acropora spathulata",4,"Corymbose",2.53099475398076,8.10001673854052,7.7406049305646,8.45942854651643,9.38501284941414,8.94637680176873,9.82364889705954,-1.73886347640074,-2.86869926544495,-0.609027687356535,7.42244951753226,7.16307219998152,7.681826835083,9.95306700842369,9.45846014110954,10.4476738757378,2.5831573195373,2.39954130772972,2.76677333134488,0.677567220953757,0.446550679667279,0.908583762240236,-3.06295272171392,-4.14545931907197,-1.98044612435586,1.84008505911724,1.2869818409959,2.39318827723857
"2344",2015,"TB","Lizard Head",5,"Pocillopora verrucosa",3,NA,1.95571902718882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2347",2015,"TB","North of Paradise",1,"Acropora digitifera_fat",5,"Digitate",2.97731368802997,8.14408663924701,7.78101848993634,8.50715478855768,9.81643442070644,9.37079491067716,10.2620739307357,-0.957442343705707,-2.10531760417731,0.190432916765896,7.57052425433299,7.30850825884676,7.83254024981921,10.193720928238,9.69408236331878,10.6933594931572,2.42388830556837,2.23840434507686,2.60937226605987,0.573562384846818,0.340195683353651,0.806929086339984,-3.00845268041326,-4.10197175295781,-1.91493360786871,1.37543106350838,0.816701057079242,1.93416106993751
"2348",2015,"TB","North of Paradise",1,"Acropora humilis",13,"Digitate",4.88833205770812,8.98981208422024,8.55727962651632,9.42234454192416,10.905759493119,10.4231137771817,11.3884052090564,-1.19689933627217,-2.44009493367476,0.0462962611304181,8.31766289251887,8.00551647400055,8.62980931103718,11.2977420737275,10.7025097547855,11.8929743926695,2.4627741034196,2.24180227361748,2.68374593322172,0.672149191612593,0.394133416517088,0.950164966708097,-3.63856960273941,-4.94130709952017,-2.33583210595866,1.485821342523,0.820191864055776,2.15145082099022
"2349",2015,"TB","North of Paradise",1,"Acropora hyacinthus",5,"Tabular",2.97731368802997,7.66248525285867,7.25869108326416,8.06627942245318,9.49665694705861,9.05085752555332,9.94245636856391,-1.66434067498968,-2.81262783436847,-0.516053515610885,7.40819860094697,7.11679179063129,7.69960541126266,9.63034706341456,9.07466312418169,10.1860310026474,2.385706256933,2.17941622036006,2.59199629350594,0.254286651733422,-0.00525722073061713,0.513830524197461,-2.90980483884581,-4.12598595159899,-1.69362372609264,1.85937821239713,1.23797443626876,2.48078198852549
"2350",2015,"TB","North of Paradise",1,"Acropora monticulosa",11,"Digitate",4.55422419970315,8.84195190591756,8.42183770113834,9.26206611069678,10.7153102162363,10.239531561638,11.1910888708345,-1.15503450433747,-2.38054197120881,0.0704729625338647,8.18703887864344,7.88385436137822,8.49022339590866,11.1047234476565,10.526580587214,11.6828663080991,2.45597560747993,2.24134800462041,2.67060321033944,0.654913027189113,0.384879243157399,0.924946811220827,-3.52840477201278,-4.79373993414474,-2.26306960988083,1.46652154915034,0.820002671680831,2.11304042661984
"2351",2015,"TB","North of Paradise",1,"Acropora monticulosa",3,"Digitate",1.95571902718882,7.69197764185016,7.36404360974028,8.01991167396003,9.23410162079487,8.80572802976398,9.66247521182576,-0.829433116275738,-1.9328349384154,0.273968705863925,7.17111791905669,6.93445722039662,7.40777861771676,9.60353188265711,9.15224335871848,10.0548204065957,2.40310068568062,2.2355660143767,2.57063535698455,0.520859722737789,0.310075924913234,0.731643520562343,-2.67160396468769,-3.65930315925884,-1.68390477011655,1.31641848600548,0.81175680136869,1.82108017064226
"2352",2015,"TB","North of Paradise",1,"Dipsastraea pallida",4,"Massive",2.53099475398076,7.52834342259416,7.14129301950316,7.91539382568516,9.76174435614707,9.31253190840571,10.2109568038884,1.47738123925083,0.320302829788617,2.63445964871304,7.53098846268875,7.25166515420857,7.81031177116894,10.2206045591436,9.68796266169558,10.7532464565917,1.89704156286391,1.69930556808867,2.09477755763916,-0.00264504011658526,-0.251426642282567,0.246136562049397,1.97346548506203,0.807714651176854,3.13921631894721,0.130833826022919,-0.464802763465921,0.726470415511758
"2353",2015,"TB","North of Paradise",1,"Dipsastraea pallida",6,"Massive",3.34194265444484,7.86054784686654,7.44166522546767,8.27943046826541,10.2240035863107,9.75971290891012,10.6882942637112,1.37576675534301,0.179849943073248,2.57168356761276,7.86879866386496,7.56650294542728,8.17109438230263,10.7287351052584,10.1522870961927,11.3051831143242,1.87179861654954,1.65780020400456,2.08579702909451,-0.00825081702596073,-0.27749298507144,0.260991351019518,2.05549604546528,0.793870269349155,3.31712182158141,0.090791589833487,-0.553831988939811,0.735415168606785
"2354",2015,"TB","North of Paradise",1,"Echinophyllia aspera",16,"Laminar",5.30361331820722,9.43232367779263,9.09242093558405,9.77222642000122,10.7364830288589,10.2507406680613,11.2222253896565,-2.19056644331908,-3.44173835777962,-0.939394528858546,8.9198961124639,8.67459793487004,9.16519429005776,12.2136469908731,11.7458876496815,12.6814063320646,2.29902304006864,2.12537380389501,2.47267227624227,0.512427565416393,0.293950725935149,0.730904404897637,-3.65411674573236,-4.67786430420308,-2.63036918726164,1.69816065431384,1.17508017562118,2.2212411330065
"2355",2015,"TB","North of Paradise",1,"Echinophyllia aspera",4,"Laminar",2.53099475398076,8.08174713241593,7.80482388339538,8.35867038143647,9.1560257364692,8.72186414027404,9.59018733266436,-1.84314806500416,-2.96145859201856,-0.724837537989754,7.68835404098373,7.48850637904158,7.88820170292587,10.3682462914934,9.98715658424126,10.7493359987456,2.27372989560603,2.13225557163124,2.41520421958082,0.393393091489905,0.215397127609867,0.571389055369942,-2.87697274521213,-3.71103338922596,-2.04291210119831,1.54427509500601,1.11811452708126,1.97043566293077
"2356",2015,"TB","North of Paradise",1,"Goniastrea edwardsi",16,"Massive",5.30361331820722,8.66414530743616,8.16555779238407,9.16273282248825,11.3422016485368,10.8373969870246,11.847006310049,1.12996286093591,-0.17030959983074,2.43023532170255,8.68595641368809,8.32613993201265,9.04577289536352,11.9578951845984,11.27176077435,12.6440295948468,1.81073631251805,1.55601832880324,2.06545429623285,-0.0218111062929103,-0.342284615231363,0.298662402645542,2.25392672613287,0.752239073064954,3.75561437920079,-0.00606997180234692,-0.773352384262517,0.761212440657824
"2357",2015,"TB","North of Paradise",1,"Isopora palifera",8,"Arborescent",3.91730900985738,8.75692199721768,8.08359746409503,9.43024653034033,10.1209402523695,9.67198065969039,10.5698998450485,-2.54293224822339,-3.69935935531234,-1.38650514113444,8.23570464498434,7.74978540870214,8.72162388126653,11.2079145302338,10.2813146505886,12.1345144098791,2.31568215673892,1.97169466751189,2.65966964596596,0.521217351600073,0.0884293870606533,0.954005316139492,-3.94171361273005,-5.96968885754212,-1.91373836791798,2.09989396480977,1.06370662247532,3.13608130714423
"2358",2015,"TB","North of Paradise",1,"Isopora palifera",13,"Arborescent",4.88833205770812,9.21963728138996,8.46315860817577,9.97611595460415,10.674446052574,10.2076617259649,11.1412303791831,-2.66460468342359,-3.8669446205968,-1.46226474625038,8.63357480777291,8.087645584836,9.17950403070982,11.8012108544395,10.7601778709781,12.8422438379009,2.34117424801687,1.95470503940815,2.72764345662558,0.586062472891865,0.099826120149002,1.07229882563473,-4.31457758833917,-6.59300343952853,-2.03615173714982,2.21672324266963,1.05256897920435,3.38087750613491
"2359",2015,"TB","North of Paradise",1,"Isopora palifera",19,"Arborescent",5.64731441070522,9.58131019525758,8.75933614083812,10.403284249677,11.1070837078456,10.62533608594,11.5888313297512,-2.75970771045012,-4.00059000327048,-1.51882541762976,8.94456272202377,8.35136733834313,9.53775810570442,12.2649500428829,11.1337851700328,13.3961149157331,2.36109967353975,1.94117023791051,2.78102910916899,0.636747472436791,0.10841312485761,1.16508182001597,-4.60601987509236,-7.08171020306802,-2.1303295471167,2.3080407046035,1.04309479959275,3.57298660961426
"2360",2015,"TB","North of Paradise",1,"Isopora palifera",7,"Arborescent",3.65026855498628,8.62967094974288,7.97905572833977,9.280286171146,9.9687209605745,9.52438211902127,10.4130598021277,-2.50947118618881,-3.65399619352499,-1.36494617885263,8.12628661470599,7.65675604520247,8.59581718420952,11.0447524707545,10.1494041562476,11.9401007852613,2.3086715922981,1.97628581775128,2.64105736684492,0.503384334428894,0.0851930707546699,0.921575598103119,-3.8391725187034,-5.79874995572975,-1.87959508167705,2.06776481651508,1.06652511116599,3.06900452186418
"2361",2015,"TB","North of Paradise",1,"Montipora monasteriata",14,"Laminar",5.03654992394694,9.30223381939292,8.96877700952814,9.63569062925771,10.5842506610767,10.1039964457807,11.0645048763728,-2.15710250690233,-3.39413809299587,-0.920066920808786,8.80127185955459,8.56062552868181,9.04191819042738,12.0358948179253,11.5770060879177,12.4947835479329,2.2965867608419,2.12623061733546,2.46694290434833,0.500961959923102,0.286628325985988,0.715295593860217,-3.57926089744302,-4.58359405679429,-2.57492773809175,1.68333813226676,1.17017737753427,2.19649888699925
"2362",2015,"TB","North of Paradise",1,"Platygyra sinensis",9,"Massive",4.15288073022646,8.19274824646239,7.74131319871612,8.64418329420866,10.6862572161759,10.2058649173667,11.1666495149852,1.27415350250075,0.0367622418202083,2.51154476318129,8.2066047724503,7.88081689032077,8.53239265457983,11.2368594953412,10.6156142557397,11.8581047349427,1.84655597605497,1.61592720644346,2.07718474566649,-0.0138565260210126,-0.304022182884542,0.276309130842516,2.13752561206337,0.77785571079865,3.49719551332809,0.0507498387581493,-0.643969066242191,0.74546874375849
"2363",2015,"TB","North of Paradise",1,"Pocillopora verrucosa",6,NA,3.34194265444484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2364",2015,"TB","North of Paradise",1,"Porites massive",3,"Massive",1.95571902718882,7.29268199291733,6.92767261647316,7.65769136936151,9.43382376538353,8.9946289856376,9.87301854512946,1.54946521166041,0.418190244219801,2.68074017910102,7.29135036893679,7.02793344483478,7.55476729303881,9.86014346287084,9.35783346576734,10.3624534599743,1.91494857548342,1.72847288245459,2.10142426851224,0.00133162396248682,-0.233282826125137,0.235946074050111,1.91527408925458,0.815908266179424,3.01463991232973,0.159239259359718,-0.402478125198957,0.720956643918392
"2365",2015,"TB","North of Paradise",1,"Porites massive",4,"Massive",2.53099475398076,7.52834342259416,7.14129301950316,7.91539382568516,9.76174435614707,9.31253190840571,10.2109568038884,1.47738123925083,0.320302829788617,2.63445964871304,7.53098846268875,7.25166515420857,7.81031177116894,10.2206045591436,9.68796266169558,10.7532464565917,1.89704156286391,1.69930556808867,2.09477755763916,-0.00264504011658526,-0.251426642282567,0.246136562049397,1.97346548506203,0.807714651176854,3.13921631894721,0.130833826022919,-0.464802763465921,0.726470415511758
"2368",2015,"TB","North of Paradise",2,"Goniastrea retiformis",7,"Massive",3.65026855498628,7.98685340634702,7.55567019735679,8.41803661533725,10.3997565457082,9.92945893764628,10.8700541537701,1.33713248889876,0.125743064927449,2.54852191287006,7.99723556397917,7.68606286002532,8.30840826793302,10.9219285374553,10.3285529957941,11.5153040791164,1.86220113914039,1.6419186124225,2.08248366585829,-0.0103821576618123,-0.287530685871557,0.266766370547933,2.08668441945796,0.788010703002819,3.3853581359131,0.0755673583807215,-0.587985744772647,0.73912046153409
"2369",2015,"TB","North of Paradise",2,"Lobophyllia radians",8,"Massive",3.91730900985738,8.09624640251499,7.65433257677417,8.5381602282558,10.5519758375031,10.0763604473319,11.0275912276744,1.30367142686418,0.0785844954085473,2.52875835831981,8.10847451006999,7.78955782406918,8.42739119607081,11.0892529883735,10.4811104395701,11.6973955371768,1.85388878286915,1.62812420740312,2.07965335833517,-0.0122281075864978,-0.296273877101562,0.271817661928567,2.11369660871312,0.782703521640623,3.44468969578563,0.0623816815203922,-0.617684898723782,0.742448261764566
"2370",2015,"TB","North of Paradise",2,"Platygyra lamellina",15,"Massive",5.17453826536619,8.61126977302458,8.11801883357448,9.10452071247469,11.2686258559051,10.7666438682141,11.7706078435962,1.1461363967109,-0.146865439762351,2.43913823318416,8.6321886321301,8.27622340584982,8.98815385841039,11.877018253969,11.1982278065012,12.5558087014368,1.81475412257407,1.5627624842575,2.06674576089064,-0.0209188591456169,-0.337962215789332,0.296124497498098,2.24087027834804,0.755255770814717,3.72648478588136,0.000303376903613151,-0.758766514226698,0.759373268033924
"2371",2015,"TB","North of Paradise",2,"Pocillopora eydouxi",12,"Arborescent",4.72824585757134,9.14335244782982,8.40063748606105,9.88606740959858,10.5831931822075,10.1194532614668,11.0469331029482,-2.64454534718466,-3.83904352414471,-1.4500471702246,8.56798056400125,8.03198422160703,9.10397690639547,11.7033979814007,10.6813060178211,12.7254899449803,2.33697153415208,1.9575339192395,2.71640914906467,0.575371883118544,0.0979823321301749,1.05276143410691,-4.25310595061103,-6.49007710244671,-2.01613479877535,2.19746236601103,1.0544892460831,3.34043548593896
"2372",2015,"TB","North of Paradise",2,"Pocillopora verrucosa",11,NA,4.55422419970315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2373",2015,"TB","North of Paradise",2,"Pocillopora verrucosa",14,NA,5.03654992394694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2375",2015,"TB","North of Paradise",3,"Acropora polystoma",3,"Corymbose",1.95571902718882,7.8357842073803,7.49696615121783,8.17460226354276,9.05709225865059,8.62811008552633,9.48607443177486,-1.66677950399116,-2.77174890780443,-0.561810100177891,7.19746972055843,6.95295433014847,7.44198511096838,9.62264455374762,9.15637791022316,10.0889111972721,2.55885994141794,2.38576484876834,2.73195503406754,0.638314486772504,0.420534843135122,0.856094130409886,-2.900636750022,-3.92111736017626,-1.88015613986774,1.78754469198523,1.26613344988816,2.30895593408231
"2381",2015,"TB","North of Paradise",4,"Acropora digitifera_fat",9,"Digitate",4.15288073022646,8.6643364576854,8.25900249741161,9.0696704179592,10.4865350715873,10.0187938907452,10.9542762524293,-1.1047448254354,-2.30954942132293,0.100059770452134,8.0301281874709,7.73761015385337,8.32264622108843,10.872861899941,10.3150589678779,11.4306648320041,2.44780898738323,2.24073230380183,2.65488567096462,0.634208270134021,0.373674677496245,0.894741862771797,-3.39607045445991,-4.61688923779565,-2.17525167112418,1.44333788002439,0.819564501225645,2.06711125882313
"2382",2015,"TB","North of Paradise",4,"Acropora humilis",5,"Digitate",2.97731368802997,8.14408663924701,7.78101848993634,8.50715478855768,9.81643442070644,9.37079491067716,10.2620739307357,-0.957442343705707,-2.10531760417731,0.190432916765896,7.57052425433299,7.30850825884676,7.83254024981921,10.193720928238,9.69408236331878,10.6933594931572,2.42388830556837,2.23840434507686,2.60937226605987,0.573562384846818,0.340195683353651,0.806929086339984,-3.00845268041326,-4.10197175295781,-1.91493360786871,1.37543106350838,0.816701057079242,1.93416106993751
"2383",2015,"TB","North of Paradise",4,"Acropora humilis",7,"Digitate",3.65026855498628,8.44190431768167,8.05484424110931,8.82896439425402,10.2000344011195,9.74201560566133,10.6580531965777,-1.04176583903739,-2.22152757987343,0.137995901798643,7.83362511764022,7.55429482808265,8.11295540719779,10.582496051946,10.0498408422744,11.1151512616175,2.43758173067337,2.23984079391784,2.63532266742889,0.608279199966645,0.359491380046668,0.857067019886621,-3.23034497425988,-4.39612494354672,-2.06456500497305,1.41430440805925,0.818652931931887,2.00995588418662
"2384",2015,"TB","North of Paradise",4,"Acropora spathulata",7,"Corymbose",3.65026855498628,8.61411551887716,8.21322763841773,9.01500339933659,10.0230250389753,9.56392777183766,10.4821223061128,-1.87911222675282,-3.06165188770598,-0.696572565799651,7.86017699460245,7.57086757080317,8.14948641840173,10.5959468998546,10.0442624690762,11.1476313306331,2.63043103107348,2.42562575712742,2.83523630501953,0.753938524210223,0.496262706298276,1.01161434212217,-3.37875957074029,-4.5861872783667,-2.17133186311388,1.94230918172016,1.32537792941469,2.55924043402562
"2385",2015,"TB","North of Paradise",4,"Goniastrea retiformis",14,"Massive",5.03654992394694,8.55474291415825,8.06718475957406,9.04230106874244,11.1899692807546,10.6909821986265,11.6889563628827,1.16342679735266,-0.121860781462068,2.44871437616739,8.57470791191598,8.22285100716311,8.92656481666885,11.7905563601251,11.1196000751037,12.4615126451465,1.81904938283981,1.56996606982019,2.06813269585944,-0.0199649977968811,-0.333349244080761,0.293419248486999,2.22691221646853,0.75844371537667,3.69538071756039,0.00711683773794736,-0.743192357278503,0.757426032754398
"2386",2015,"TB","North of Paradise",4,"Hydnophora exesa",4,"Submassive",2.53099475398076,8.02826749571193,7.12062067822767,8.93591431319619,9.65758166219139,9.19055485386794,10.1246084705148,-0.0815564670130077,-1.28452098695936,1.12140805293335,7.95688245202203,7.30185946285438,8.61190544118969,10.8274095551118,9.57834555926885,12.0764735509548,1.96346590794154,1.49976804087683,2.42716377500626,0.0713850430134666,-0.512016569932277,0.65478665595921,-0.527455862424838,-3.26118259647694,2.20627087162726,1.70237974476214,0.305590978985767,3.09916851053852
"2387",2015,"TB","North of Paradise",4,"Isopora palifera",4,"Arborescent",2.53099475398076,8.09631070042111,7.53986520398991,8.65275619685231,9.33070877101338,8.9042917012633,9.75712584076346,-2.36922243583674,-3.46758466358614,-1.27086020808734,7.66767170294181,7.2661007555644,8.06924265031922,10.3608747467538,9.59511870392692,11.1266307895808,2.27928750099008,1.99501107885919,2.56356392312096,0.428638996977249,0.0709765297257878,0.78630146422871,-3.40938160883593,-5.08533077797764,-1.73343243969422,1.93309865159926,1.07677788540494,2.78941941779358
"2388",2015,"TB","North of Paradise",4,"Lobophyllia radians",7,"Massive",3.65026855498628,7.98685340634702,7.55567019735679,8.41803661533725,10.3997565457082,9.92945893764628,10.8700541537701,1.33713248889876,0.125743064927449,2.54852191287006,7.99723556397917,7.68606286002532,8.30840826793302,10.9219285374553,10.3285529957941,11.5153040791164,1.86220113914039,1.6419186124225,2.08248366585829,-0.0103821576618123,-0.287530685871557,0.266766370547933,2.08668441945796,0.788010703002819,3.3853581359131,0.0755673583807215,-0.587985744772647,0.73912046153409
"2389",2015,"TB","North of Paradise",4,"Platygyra sinensis",9,"Massive",4.15288073022646,8.19274824646239,7.74131319871612,8.64418329420866,10.6862572161759,10.2058649173667,11.1666495149852,1.27415350250075,0.0367622418202083,2.51154476318129,8.2066047724503,7.88081689032077,8.53239265457983,11.2368594953412,10.6156142557397,11.8581047349427,1.84655597605497,1.61592720644346,2.07718474566649,-0.0138565260210126,-0.304022182884542,0.276309130842516,2.13752561206337,0.77785571079865,3.49719551332809,0.0507498387581493,-0.643969066242191,0.74546874375849
"2390",2015,"TB","North of Paradise",4,"Pocillopora verrucosa",7,NA,3.65026855498628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2391",2015,"TB","North of Paradise",4,"Pocillopora verrucosa",3,NA,1.95571902718882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2393",2015,"TB","North of Paradise",5,"Acropora hyacinthus",5,"Tabular",2.97731368802997,7.66248525285867,7.25869108326416,8.06627942245318,9.49665694705861,9.05085752555332,9.94245636856391,-1.66434067498968,-2.81262783436847,-0.516053515610885,7.40819860094697,7.11679179063129,7.69960541126266,9.63034706341456,9.07466312418169,10.1860310026474,2.385706256933,2.17941622036006,2.59199629350594,0.254286651733422,-0.00525722073061713,0.513830524197461,-2.90980483884581,-4.12598595159899,-1.69362372609264,1.85937821239713,1.23797443626876,2.48078198852549
