"campaign","observer","site","transect","species","intercept_cm","genus"
2015,"TB","Gnarly Tree",1,"Isopora palifera",11,"Isopora"
2015,"TB","Gnarly Tree",1,"Isopora palifera",12,"Isopora"
2015,"TB","Gnarly Tree",1,"Isopora palifera",10,"Isopora"
2015,"TB","Gnarly Tree",1,"Isopora palifera",9,"Isopora"
2015,"TB","Gnarly Tree",1,"Platygyra daedalea",16,"Platygyra"
2015,"TB","Gnarly Tree",1,"Pocillopora damicornis",5,"Pocillopora"
2015,"TB","Gnarly Tree",1,"Pocillopora verrucosa",7,"Pocillopora"
2015,"TB","Gnarly Tree",1,"Porites sp.",4,"Porites"
2015,"TB","Gnarly Tree",1,"Porites sp.",3,"Porites"
2015,"TB","Gnarly Tree",1,"Porites sp.",3,"Porites"
2015,"TB","Gnarly Tree",1,"Porites sp.",5,"Porites"
2015,"TB","Gnarly Tree",1,"soft",5,"soft"
2015,"TB","Gnarly Tree",1,"Stylophora pistillata",7,"Stylophora"
2015,"TB","Gnarly Tree",2,"Acropora humilis",9,"Acropora"
2015,"TB","Gnarly Tree",2,"Acropora spathulata",8,"Acropora"
2015,"TB","Gnarly Tree",2,"Acropora valida",5,"Acropora"
2015,"TB","Gnarly Tree",2,"Acropora valida",7,"Acropora"
2015,"TB","Gnarly Tree",2,"Favites halicora",12,"Favites"
2015,"TB","Gnarly Tree",2,"Goniastrea edwardsi",7,"Goniastrea"
2015,"TB","Gnarly Tree",2,"Goniastrea pectinata",7,"Goniastrea"
2015,"TB","Gnarly Tree",2,"Isopora palifera",21,"Isopora"
2015,"TB","Gnarly Tree",2,"Montipora efflorescens",21,"Montipora"
2015,"TB","Gnarly Tree",2,"Oulophyllia bennettae",8,"Oulophyllia"
2015,"TB","Gnarly Tree",2,"Pocillopora damicornis",4,"Pocillopora"
2015,"TB","Gnarly Tree",2,"Porites sp.",7,"Porites"
2015,"TB","Gnarly Tree",2,"Porites sp.",8,"Porites"
2015,"TB","Gnarly Tree",2,"soft",6,"soft"
2015,"TB","Gnarly Tree",2,"Stylophora pistillata",9,"Stylophora"
2015,"TB","Gnarly Tree",3,"Acropora fat_digitifera",4,"Acropora"
2015,"TB","Gnarly Tree",3,"Acropora sp.",5,"Acropora"
2015,"TB","Gnarly Tree",3,"Acropora valida",10,"Acropora"
2015,"TB","Gnarly Tree",3,"Acropora valida",4,"Acropora"
2015,"TB","Gnarly Tree",3,"Dipsastraea speciosa",5,"Dipsastraea"
2015,"TB","Gnarly Tree",3,"Goniastrea edwardsi",8,"Goniastrea"
2015,"TB","Gnarly Tree",3,"Goniastrea stelligera",12,"Goniastrea"
2015,"TB","Gnarly Tree",3,"Lobophyllia recta",29,"Lobophyllia"
2015,"TB","Gnarly Tree",3,"Lobophyllia recta",21,"Lobophyllia"
2015,"TB","Gnarly Tree",3,"Montipora crassituberculata",7,"Montipora"
2015,"TB","Gnarly Tree",3,"Oulophyllia bennettae",7,"Oulophyllia"
2015,"TB","Gnarly Tree",3,"Pocillopora damicornis",8,"Pocillopora"
2015,"TB","Gnarly Tree",3,"Porites sp.",7,"Porites"
2015,"TB","Gnarly Tree",3,"Porites sp.",5,"Porites"
2015,"TB","Gnarly Tree",3,"Porites sp.",7,"Porites"
2015,"TB","Gnarly Tree",3,"soft",3,"soft"
2015,"TB","Gnarly Tree",3,"soft",55,"soft"
2015,"TB","Gnarly Tree",3,"Stylophora pistillata",10,"Stylophora"
2015,"TB","Gnarly Tree",3,"soft",5,"soft"
2015,"TB","Gnarly Tree",4,"Acropora gemmifera",10,"Acropora"
2015,"TB","Gnarly Tree",4,"Acropora nana",6,"Acropora"
2015,"TB","Gnarly Tree",4,"Acropora nana",4,"Acropora"
2015,"TB","Gnarly Tree",4,"Acropora nana",11,"Acropora"
2015,"TB","Gnarly Tree",4,"Acropora subulata",11,"Acropora"
2015,"TB","Gnarly Tree",4,"Acropora subulata",4,"Acropora"
2015,"TB","Gnarly Tree",4,"Acropora subulata",6,"Acropora"
2015,"TB","Gnarly Tree",4,"Dipsastraea matthaii",20,"Dipsastraea"
2015,"TB","Gnarly Tree",4,"Favites halicora",11,"Favites"
2015,"TB","Gnarly Tree",4,"Goniastrea edwardsi",8,"Goniastrea"
2015,"TB","Gnarly Tree",4,"Isopora palifera",17,"Isopora"
2015,"TB","Gnarly Tree",4,"Lobophyllia radians",19,"Lobophyllia"
2015,"TB","Gnarly Tree",4,"Lobophyllia radians",10,"Lobophyllia"
2015,"TB","Gnarly Tree",4,"Pocillopora damicornis",9,"Pocillopora"
2015,"TB","Gnarly Tree",4,"Pocillopora damicornis",2,"Pocillopora"
2015,"TB","Gnarly Tree",4,"Pocillopora damicornis",8,"Pocillopora"
2015,"TB","Gnarly Tree",4,"Pocillopora damicornis",8,"Pocillopora"
2015,"TB","Gnarly Tree",4,"soft",8,"soft"
2015,"TB","Gnarly Tree",4,"soft",6,"soft"
2015,"TB","Gnarly Tree",4,"Stylophora pistillata",12,"Stylophora"
2015,"TB","Gnarly Tree",5,"coral",0,"coral"
2015,"TB","Horseshoe",1,"Acropora elseyi",39,"Acropora"
2015,"TB","Horseshoe",1,"Acropora loripes",12,"Acropora"
2015,"TB","Horseshoe",1,"Acropora yongei",15,"Acropora"
2015,"TB","Horseshoe",1,"soft",10,"soft"
2015,"TB","Horseshoe",1,"Galaxea astreata",10,"Galaxea"
2015,"TB","Horseshoe",1,"soft",10,"soft"
2015,"TB","Horseshoe",1,"Isopora palifera",4,"Isopora"
2015,"TB","Horseshoe",1,"Lobophyllia hemprichii",27,"Lobophyllia"
2015,"TB","Horseshoe",1,"soft",15,"soft"
2015,"TB","Horseshoe",1,"soft",7,"soft"
2015,"TB","Horseshoe",1,"Porites sp.",14,"Porites"
2015,"TB","Horseshoe",1,"soft",28,"soft"
2015,"TB","Horseshoe",1,"soft",18,"soft"
2015,"TB","Horseshoe",1,"soft",16,"soft"
2015,"TB","Horseshoe",1,"soft",12,"soft"
2015,"TB","Horseshoe",1,"soft",170,"soft"
2015,"TB","Horseshoe",1,"soft",35,"soft"
2015,"TB","Horseshoe",1,"soft",8,"soft"
2015,"TB","Horseshoe",2,"Acropora loripes",5,"Acropora"
2015,"TB","Horseshoe",2,"soft",7,"soft"
2015,"TB","Horseshoe",2,"Coeloseris mayeri",35,"Coeloseris"
2015,"TB","Horseshoe",2,"Goniastrea edwardsi",6,"Goniastrea"
2015,"TB","Horseshoe",2,"soft",24,"soft"
2015,"TB","Horseshoe",2,"Platygyra verweyi",5,"Platygyra"
2015,"TB","Horseshoe",2,"Porites lichen",5,"Porites"
2015,"TB","Horseshoe",2,"Porites lichen",16,"Porites"
2015,"TB","Horseshoe",2,"Porites lichen",18,"Porites"
2015,"TB","Horseshoe",2,"Porites lichen",6,"Porites"
2015,"TB","Horseshoe",2,"Porites lichen",7,"Porites"
2015,"TB","Horseshoe",2,"Porites sp.",5,"Porites"
2015,"TB","Horseshoe",2,"Porites sp.",16,"Porites"
2015,"TB","Horseshoe",2,"Porites sp.",18,"Porites"
2015,"TB","Horseshoe",2,"Porites sp.",6,"Porites"
2015,"TB","Horseshoe",2,"Porites sp.",7,"Porites"
2015,"TB","Horseshoe",2,"soft",5,"soft"
2015,"TB","Horseshoe",2,"soft",15,"soft"
2015,"TB","Horseshoe",2,"Stylophora pistillata",7,"Stylophora"
2015,"TB","Horseshoe",3,"soft",20,"soft"
2015,"TB","Horseshoe",3,"soft",7,"soft"
2015,"TB","Horseshoe",3,"soft",10,"soft"
2015,"TB","Horseshoe",3,"Porites sp.",5,"Porites"
2015,"TB","Horseshoe",3,"Porites sp.",8,"Porites"
2015,"TB","Horseshoe",3,"Porites sp.",50,"Porites"
2015,"TB","Horseshoe",3,"Porites sp.",30,"Porites"
2015,"TB","Horseshoe",3,"soft",22,"soft"
2015,"TB","Horseshoe",3,"soft",20,"soft"
2015,"TB","Horseshoe",3,"soft",10,"soft"
2015,"TB","Horseshoe",3,"soft",5,"soft"
2015,"TB","Horseshoe",3,"soft",10,"soft"
2015,"TB","Horseshoe",3,"soft",61,"soft"
2015,"TB","Horseshoe",4,"Acropora grandis",110,"Acropora"
2015,"TB","Horseshoe",4,"Acropora loripes",15,"Acropora"
2015,"TB","Horseshoe",4,"Acropora muricata",400,"Acropora"
2015,"TB","Horseshoe",4,"Montipora turtlensis",14,"Montipora"
2015,"TB","Horseshoe",4,"Porites lichen",6,"Porites"
2015,"TB","Horseshoe",4,"Porites sp.",21,"Porites"
2015,"TB","Horseshoe",4,"Porites sp.",15,"Porites"
2015,"TB","Horseshoe",4,"Porites sp.",35,"Porites"
2015,"TB","Horseshoe",4,"soft",10,"soft"
2015,"TB","Horseshoe",4,"Seriatopora hystrix",5,"Seriatopora"
2015,"TB","Horseshoe",4,"soft",12,"soft"
2015,"TB","Horseshoe",4,"soft",50,"soft"
2015,"TB","Horseshoe",4,"soft",30,"soft"
2015,"TB","Horseshoe",5,"Acropora muricata",3,"Acropora"
2015,"TB","Horseshoe",5,"Acropora muricata",5,"Acropora"
2015,"TB","Horseshoe",5,"Acropora tenuis",25,"Acropora"
2015,"TB","Horseshoe",5,"Acropora vaughani",15,"Acropora"
2015,"TB","Horseshoe",5,"soft",10,"soft"
2015,"TB","Horseshoe",5,"Montipora efflorescens",10,"Montipora"
2015,"TB","Horseshoe",5,"Porites lichen",6,"Porites"
2015,"TB","Horseshoe",5,"Porites lichen",14,"Porites"
2015,"TB","Horseshoe",5,"Porites lichen",30,"Porites"
2015,"TB","Horseshoe",5,"Porites sp.",45,"Porites"
2015,"TB","Horseshoe",5,"Porites sp.",40,"Porites"
2015,"TB","Horseshoe",5,"Porites sp.",55,"Porites"
2015,"TB","Horseshoe",5,"Porites sp.",90,"Porites"
2015,"TB","Horseshoe",5,"Porites sp.",12,"Porites"
2015,"TB","Horseshoe",5,"Porites sp.",8,"Porites"
2015,"TB","Horseshoe",5,"soft",7,"soft"
2015,"TB","Horseshoe",5,"soft",15,"soft"
2015,"TB","Horseshoe",5,"soft",7,"soft"
2015,"TB","Horseshoe",5,"soft",80,"soft"
2015,"TB","Horseshoe",5,"soft",7,"soft"
2015,"TB","Horseshoe",5,"soft",5,"soft"
2015,"TB","Horseshoe",5,"soft",10,"soft"
2015,"TB","Horseshoe",5,"soft",20,"soft"
2015,"TB","Horseshoe",5,"soft",15,"soft"
2015,"TB","Lagoon 1",1,"Acropora spathulata",19,"Acropora"
2015,"TB","Lagoon 1",1,"Favites halicora",6,"Favites"
2015,"TB","Lagoon 1",1,"Goniastrea edwardsi",17,"Goniastrea"
2015,"TB","Lagoon 1",1,"Goniastrea edwardsi",3,"Goniastrea"
2015,"TB","Lagoon 1",1,"Goniastrea edwardsi",5,"Goniastrea"
2015,"TB","Lagoon 1",1,"Goniastrea edwardsi",12,"Goniastrea"
2015,"TB","Lagoon 1",1,"Goniastrea edwardsi",14,"Goniastrea"
2015,"TB","Lagoon 1",1,"Goniastrea edwardsi",11,"Goniastrea"
2015,"TB","Lagoon 1",1,"Goniastrea edwardsi",3,"Goniastrea"
2015,"TB","Lagoon 1",1,"Goniastrea edwardsi",6,"Goniastrea"
2015,"TB","Lagoon 1",1,"Goniastrea pectinata",6,"Goniastrea"
2015,"TB","Lagoon 1",1,"Lobophyllia radians",7,"Lobophyllia"
2015,"TB","Lagoon 1",1,"Lobophyllia radians",9,"Lobophyllia"
2015,"TB","Lagoon 1",1,"soft",17,"soft"
2015,"TB","Lagoon 1",1,"Porites sp.",8,"Porites"
2015,"TB","Lagoon 1",1,"Porites sp.",5,"Porites"
2015,"TB","Lagoon 1",1,"soft",11,"soft"
2015,"TB","Lagoon 1",1,"soft",67,"soft"
2015,"TB","Lagoon 1",1,"soft",7,"soft"
2015,"TB","Lagoon 1",1,"soft",21,"soft"
2015,"TB","Lagoon 1",1,"Seriatopora hystrix",4,"Seriatopora"
2015,"TB","Lagoon 1",2,"Dipsastraea speciosa",22,"Dipsastraea"
2015,"TB","Lagoon 1",2,"Goniastrea pectinata",7,"Goniastrea"
2015,"TB","Lagoon 1",2,"Lobophyllia radians",4,"Lobophyllia"
2015,"TB","Lagoon 1",2,"Lobophyllia radians",10,"Lobophyllia"
2015,"TB","Lagoon 1",2,"Lobophyllia radians",8,"Lobophyllia"
2015,"TB","Lagoon 1",2,"Lobophyllia radians",11,"Lobophyllia"
2015,"TB","Lagoon 1",2,"soft",6,"soft"
2015,"TB","Lagoon 1",2,"soft",25,"soft"
2015,"TB","Lagoon 1",2,"soft",7,"soft"
2015,"TB","Lagoon 1",2,"soft",5,"soft"
2015,"TB","Lagoon 1",2,"soft",8,"soft"
2015,"TB","Lagoon 1",2,"soft",3,"soft"
2015,"TB","Lagoon 1",2,"soft",7,"soft"
2015,"TB","Lagoon 1",2,"soft",12,"soft"
2015,"TB","Lagoon 1",2,"soft",7,"soft"
2015,"TB","Lagoon 1",2,"soft",10,"soft"
2015,"TB","Lagoon 1",2,"soft",15,"soft"
2015,"TB","Lagoon 1",2,"soft",10,"soft"
2015,"TB","Lagoon 1",2,"Montipora danae",6,"Montipora"
2015,"TB","Lagoon 1",2,"Platygyra sinensis",32,"Platygyra"
2015,"TB","Lagoon 1",2,"Pocillopora damicornis",13,"Pocillopora"
2015,"TB","Lagoon 1",2,"Porites cylindrica",3,"Porites"
2015,"TB","Lagoon 1",2,"Porites sp.",9,"Porites"
2015,"TB","Lagoon 1",2,"Porites sp.",3,"Porites"
2015,"TB","Lagoon 1",2,"Porites sp.",18,"Porites"
2015,"TB","Lagoon 1",2,"Porites sp.",5,"Porites"
2015,"TB","Lagoon 1",2,"Porites sp.",4,"Porites"
2015,"TB","Lagoon 1",2,"soft",20,"soft"
2015,"TB","Lagoon 1",2,"soft",150,"soft"
2015,"TB","Lagoon 1",3,"Acropora secale",16,"Acropora"
2015,"TB","Lagoon 1",3,"Acropora spathulata",12,"Acropora"
2015,"TB","Lagoon 1",3,"Acropora valida",8,"Acropora"
2015,"TB","Lagoon 1",3,"Dipsastraea matthaii",4,"Dipsastraea"
2015,"TB","Lagoon 1",3,"Favites halicora",4,"Favites"
2015,"TB","Lagoon 1",3,"Goniastrea edwardsi",7,"Goniastrea"
2015,"TB","Lagoon 1",3,"Goniastrea edwardsi",21,"Goniastrea"
2015,"TB","Lagoon 1",3,"Goniastrea edwardsi",14,"Goniastrea"
2015,"TB","Lagoon 1",3,"Goniastrea favulus",45,"Goniastrea"
2015,"TB","Lagoon 1",3,"Goniastrea favulus",6,"Goniastrea"
2015,"TB","Lagoon 1",3,"Leptastrea pruinosa",17,"Leptastrea"
2015,"TB","Lagoon 1",3,"soft",6,"soft"
2015,"TB","Lagoon 1",3,"soft",3,"soft"
2015,"TB","Lagoon 1",3,"soft",4,"soft"
2015,"TB","Lagoon 1",3,"soft",4,"soft"
2015,"TB","Lagoon 1",3,"soft",7,"soft"
2015,"TB","Lagoon 1",3,"soft",10,"soft"
2015,"TB","Lagoon 1",3,"soft",12,"soft"
2015,"TB","Lagoon 1",3,"soft",16,"soft"
2015,"TB","Lagoon 1",3,"soft",30,"soft"
2015,"TB","Lagoon 1",3,"Montipora digitata",5,"Montipora"
2015,"TB","Lagoon 1",3,"Pocillopora damicornis",4,"Pocillopora"
2015,"TB","Lagoon 1",3,"Porites cylindrica",4,"Porites"
2015,"TB","Lagoon 1",3,"Porites sp.",3,"Porites"
2015,"TB","Lagoon 1",3,"Porites sp.",2,"Porites"
2015,"TB","Lagoon 1",3,"Porites sp.",8,"Porites"
2015,"TB","Lagoon 1",3,"Porites sp.",10,"Porites"
2015,"TB","Lagoon 1",3,"soft",12,"soft"
2015,"TB","Lagoon 1",3,"soft",75,"soft"
2015,"TB","Lagoon 1",4,"Favites abdita",5,"Favites"
2015,"TB","Lagoon 1",4,"Favites abdita",4,"Favites"
2015,"TB","Lagoon 1",4,"Favites halicora",19,"Favites"
2015,"TB","Lagoon 1",4,"Favites halicora",3,"Favites"
2015,"TB","Lagoon 1",4,"Galaxea fascicularis",9,"Galaxea"
2015,"TB","Lagoon 1",4,"Goniastrea edwardsi",5,"Goniastrea"
2015,"TB","Lagoon 1",4,"Goniastrea edwardsi",47,"Goniastrea"
2015,"TB","Lagoon 1",4,"Goniastrea edwardsi",16,"Goniastrea"
2015,"TB","Lagoon 1",4,"Goniastrea edwardsi",10,"Goniastrea"
2015,"TB","Lagoon 1",4,"Goniopora tenuidens",12,"Goniopora"
2015,"TB","Lagoon 1",4,"Leptastrea pruinosa",20,"Leptastrea"
2015,"TB","Lagoon 1",4,"soft",32,"soft"
2015,"TB","Lagoon 1",4,"soft",10,"soft"
2015,"TB","Lagoon 1",4,"soft",39,"soft"
2015,"TB","Lagoon 1",4,"soft",45,"soft"
2015,"TB","Lagoon 1",4,"Platygyra daedalea",16,"Platygyra"
2015,"TB","Lagoon 1",4,"Platygyra daedalea",8,"Platygyra"
2015,"TB","Lagoon 1",4,"Platygyra daedalea",9,"Platygyra"
2015,"TB","Lagoon 1",4,"Pocillopora damicornis",11,"Pocillopora"
2015,"TB","Lagoon 1",4,"Pocillopora damicornis",14,"Pocillopora"
2015,"TB","Lagoon 1",4,"Porites cylindrica",3,"Porites"
2015,"TB","Lagoon 1",4,"Porites cylindrica",6,"Porites"
2015,"TB","Lagoon 1",4,"Porites sp.",7,"Porites"
2015,"TB","Lagoon 1",4,"Porites sp.",6,"Porites"
2015,"TB","Lagoon 1",4,"Porites sp.",4,"Porites"
2015,"TB","Lagoon 1",4,"Porites sp.",12,"Porites"
2015,"TB","Lagoon 1",5,"Acropora gemmifera",29,"Acropora"
2015,"TB","Lagoon 1",5,"Acropora spathulata",19,"Acropora"
2015,"TB","Lagoon 1",5,"Dipsastraea lizardensis",15,"Dipsastraea"
2015,"TB","Lagoon 1",5,"Goniastrea edwardsi",30,"Goniastrea"
2015,"TB","Lagoon 1",5,"Goniastrea pectinata",25,"Goniastrea"
2015,"TB","Lagoon 1",5,"Goniopora tenuidens",28,"Goniopora"
2015,"TB","Lagoon 1",5,"Goniopora tenuidens",1,"Goniopora"
2015,"TB","Lagoon 1",5,"Goniopora tenuidens",35,"Goniopora"
2015,"TB","Lagoon 1",5,"Goniopora tenuidens",16,"Goniopora"
2015,"TB","Lagoon 1",5,"Lobophyllia radians",15,"Lobophyllia"
2015,"TB","Lagoon 1",5,"soft",9,"soft"
2015,"TB","Lagoon 1",5,"soft",14,"soft"
2015,"TB","Lagoon 1",5,"Pleuractis paumotensis",16,"Pleuractis"
2015,"TB","Lagoon 1",5,"Pocillopora damicornis",12,"Pocillopora"
2015,"TB","Lagoon 1",5,"Pocillopora damicornis",10,"Pocillopora"
2015,"TB","Lagoon 1",5,"Porites cylindrica",10,"Porites"
2015,"TB","Lagoon 1",5,"Porites sp.",26,"Porites"
2015,"TB","Lagoon 1",5,"Porites sp.",10,"Porites"
2015,"TB","Lagoon 1",5,"Porites sp.",12,"Porites"
2015,"TB","Lagoon 1",5,"Porites sp.",20,"Porites"
2015,"TB","Lagoon 1",5,"soft",30,"soft"
2015,"TB","Lagoon 1",5,"soft",45,"soft"
2015,"TB","Lagoon 1",5,"soft",20,"soft"
2015,"TB","Lagoon 1",5,"soft",31,"soft"
2015,"TB","Lagoon 2",1,"Acropora humilis",16,"Acropora"
2015,"TB","Lagoon 2",1,"Acropora intermedia",60,"Acropora"
2015,"TB","Lagoon 2",1,"Acropora muricata",45,"Acropora"
2015,"TB","Lagoon 2",1,"Acropora muricata",5,"Acropora"
2015,"TB","Lagoon 2",1,"Acropora muricata",5,"Acropora"
2015,"TB","Lagoon 2",1,"Acropora muricata",35,"Acropora"
2015,"TB","Lagoon 2",1,"Acropora muricata",10,"Acropora"
2015,"TB","Lagoon 2",1,"Acropora muricata",5,"Acropora"
2015,"TB","Lagoon 2",1,"Acropora muricata",115,"Acropora"
2015,"TB","Lagoon 2",1,"Acropora muricata",26,"Acropora"
2015,"TB","Lagoon 2",1,"Astreopora myriophthalma",4,"Astreopora"
2015,"TB","Lagoon 2",1,"Goniopora columna",26,"Goniopora"
2015,"TB","Lagoon 2",1,"Goniopora tenuidens",10,"Goniopora"
2015,"TB","Lagoon 2",1,"Isopora palifera",5,"Isopora"
2015,"TB","Lagoon 2",1,"Pocillopora verrucosa",11,"Pocillopora"
2015,"TB","Lagoon 2",1,"soft",8,"soft"
2015,"TB","Lagoon 2",1,"soft",10,"soft"
2015,"TB","Lagoon 2",1,"soft",16,"soft"
2015,"TB","Lagoon 2",1,"soft",12,"soft"
2015,"TB","Lagoon 2",1,"soft",6,"soft"
2015,"TB","Lagoon 2",1,"soft",4,"soft"
2015,"TB","Lagoon 2",2,"Acropora humilis",7,"Acropora"
2015,"TB","Lagoon 2",2,"Acropora spathulata",10,"Acropora"
2015,"TB","Lagoon 2",2,"Astreopora listeri",2,"Astreopora"
2015,"TB","Lagoon 2",2,"Astreopora listeri",2,"Astreopora"
2015,"TB","Lagoon 2",2,"Favites magnistellata",2,"Favites"
2015,"TB","Lagoon 2",2,"Goniopora tenuidens",7,"Goniopora"
2015,"TB","Lagoon 2",2,"Isopora palifera",5,"Isopora"
2015,"TB","Lagoon 2",2,"soft",4,"soft"
2015,"TB","Lagoon 2",2,"Pocillopora damicornis",5,"Pocillopora"
2015,"TB","Lagoon 2",2,"Porites sp.",9,"Porites"
2015,"TB","Lagoon 2",2,"Porites sp.",4,"Porites"
2015,"TB","Lagoon 2",2,"soft",9,"soft"
2015,"TB","Lagoon 2",2,"soft",22,"soft"
2015,"TB","Lagoon 2",2,"soft",12,"soft"
2015,"TB","Lagoon 2",2,"soft",4,"soft"
2015,"TB","Lagoon 2",2,"soft",36,"soft"
2015,"TB","Lagoon 2",3,"Acropora fat_digitifera",3,"Acropora"
2015,"TB","Lagoon 2",3,"Acropora samoensis",3,"Acropora"
2015,"TB","Lagoon 2",3,"Montipora millepora",6,"Montipora"
2015,"TB","Lagoon 2",3,"Platygyra daedalea",7,"Platygyra"
2015,"TB","Lagoon 2",3,"soft",4,"soft"
2015,"TB","Lagoon 2",3,"soft",37,"soft"
2015,"TB","Lagoon 2",3,"soft",16,"soft"
2015,"TB","Lagoon 2",4,"coral",0,"coral"
2015,"TB","Lagoon 2",5,"Goniastrea retiformis",5,"Goniastrea"
2015,"TB","Lagoon 2",5,"Goniopora columna",8,"Goniopora"
2015,"TB","Lagoon 2",5,"Porites sp.",4,"Porites"
2015,"TB","Lagoon 2",5,"Porites sp.",5,"Porites"
2015,"TB","Lagoon 2",5,"soft",10,"soft"
2015,"TB","Lizard Head",1,"Acropora fat_digitifera",4,"Acropora"
2015,"TB","Lizard Head",1,"Acropora secale",6,"Acropora"
2015,"TB","Lizard Head",1,"Goniastrea retiformis",9,"Goniastrea"
2015,"TB","Lizard Head",1,"Pocillopora verrucosa",4,"Pocillopora"
2015,"TB","Lizard Head",1,"Pocillopora verrucosa",8,"Pocillopora"
2015,"TB","Lizard Head",1,"Pocillopora verrucosa",3,"Pocillopora"
2015,"TB","Lizard Head",1,"Porites sp.",5,"Porites"
2015,"TB","Lizard Head",1,"Porites sp.",4,"Porites"
2015,"TB","Lizard Head",1,"soft",145,"soft"
2015,"TB","Lizard Head",1,"soft",32,"soft"
2015,"TB","Lizard Head",2,"Acropora hyacinthus",8,"Acropora"
2015,"TB","Lizard Head",2,"Acropora hyacinthus",4,"Acropora"
2015,"TB","Lizard Head",2,"Acropora monticulosa",7,"Acropora"
2015,"TB","Lizard Head",2,"Acropora monticulosa",4,"Acropora"
2015,"TB","Lizard Head",2,"Acropora polystoma",3,"Acropora"
2015,"TB","Lizard Head",2,"Acropora secale",8,"Acropora"
2015,"TB","Lizard Head",2,"Astrea curta",7,"Astrea"
2015,"TB","Lizard Head",2,"Dipsastraea pallida",6,"Dipsastraea"
2015,"TB","Lizard Head",2,"Pocillopora verrucosa",6,"Pocillopora"
2015,"TB","Lizard Head",2,"soft",26,"soft"
2015,"TB","Lizard Head",3,"Acropora fat_digitifera",7,"Acropora"
2015,"TB","Lizard Head",3,"Acropora hyacinthus",5,"Acropora"
2015,"TB","Lizard Head",3,"Pocillopora damicornis",4,"Pocillopora"
2015,"TB","Lizard Head",3,"Pocillopora verrucosa",5,"Pocillopora"
2015,"TB","Lizard Head",3,"soft",195,"soft"
2015,"TB","Lizard Head",3,"soft",6,"soft"
2015,"TB","Lizard Head",3,"soft",5,"soft"
2015,"TB","Lizard Head",4,"Acropora spathulata",4,"Acropora"
2015,"TB","Lizard Head",4,"Pocillopora verrucosa",6,"Pocillopora"
2015,"TB","Lizard Head",4,"soft",14,"soft"
2015,"TB","Lizard Head",4,"soft",35,"soft"
2015,"TB","Lizard Head",4,"soft",90,"soft"
2015,"TB","Lizard Head",5,"Acropora gemmifera",3,"Acropora"
2015,"TB","Lizard Head",5,"Acropora hyacinthus",5,"Acropora"
2015,"TB","Lizard Head",5,"Acropora spathulata",4,"Acropora"
2015,"TB","Lizard Head",5,"Pocillopora verrucosa",3,"Pocillopora"
2015,"TB","Lizard Head",5,"soft",12,"soft"
2015,"TB","Lizard Head",5,"soft",15,"soft"
2015,"TB","North of Paradise",1,"Acropora fat_digitifera",5,"Acropora"
2015,"TB","North of Paradise",1,"Acropora humilis",13,"Acropora"
2015,"TB","North of Paradise",1,"Acropora hyacinthus",5,"Acropora"
2015,"TB","North of Paradise",1,"Acropora monticulosa",11,"Acropora"
2015,"TB","North of Paradise",1,"Acropora monticulosa",3,"Acropora"
2015,"TB","North of Paradise",1,"Dipsastraea pallida",4,"Dipsastraea"
2015,"TB","North of Paradise",1,"Dipsastraea pallida",6,"Dipsastraea"
2015,"TB","North of Paradise",1,"Echinophyllia aspera",16,"Echinophyllia"
2015,"TB","North of Paradise",1,"Echinophyllia aspera",4,"Echinophyllia"
2015,"TB","North of Paradise",1,"Goniastrea edwardsi",16,"Goniastrea"
2015,"TB","North of Paradise",1,"Isopora palifera",8,"Isopora"
2015,"TB","North of Paradise",1,"Isopora palifera",13,"Isopora"
2015,"TB","North of Paradise",1,"Isopora palifera",19,"Isopora"
2015,"TB","North of Paradise",1,"Isopora palifera",7,"Isopora"
2015,"TB","North of Paradise",1,"Montipora monasteriata",14,"Montipora"
2015,"TB","North of Paradise",1,"Platygyra sinensis",9,"Platygyra"
2015,"TB","North of Paradise",1,"Pocillopora verrucosa",6,"Pocillopora"
2015,"TB","North of Paradise",1,"Porites sp.",3,"Porites"
2015,"TB","North of Paradise",1,"Porites sp.",4,"Porites"
2015,"TB","North of Paradise",1,"soft",6,"soft"
2015,"TB","North of Paradise",1,"soft",31,"soft"
2015,"TB","North of Paradise",2,"Goniastrea retiformis",7,"Goniastrea"
2015,"TB","North of Paradise",2,"Lobophyllia radians",8,"Lobophyllia"
2015,"TB","North of Paradise",2,"Platygyra lamellina",15,"Platygyra"
2015,"TB","North of Paradise",2,"Pocillopora eydouxi",12,"Pocillopora"
2015,"TB","North of Paradise",2,"Pocillopora verrucosa",11,"Pocillopora"
2015,"TB","North of Paradise",2,"Pocillopora verrucosa",14,"Pocillopora"
2015,"TB","North of Paradise",2,"soft",7,"soft"
2015,"TB","North of Paradise",3,"Acropora polystoma",3,"Acropora"
2015,"TB","North of Paradise",3,"Acropora sp.",5,"Acropora"
2015,"TB","North of Paradise",3,"soft",23,"soft"
2015,"TB","North of Paradise",3,"soft",9,"soft"
2015,"TB","North of Paradise",3,"soft",46,"soft"
2015,"TB","North of Paradise",4,"Acropora fat_digitifera",9,"Acropora"
2015,"TB","North of Paradise",4,"Acropora humilis",5,"Acropora"
2015,"TB","North of Paradise",4,"Acropora humilis",7,"Acropora"
2015,"TB","North of Paradise",4,"Acropora spathulata",7,"Acropora"
2015,"TB","North of Paradise",4,"Goniastrea retiformis",14,"Goniastrea"
